Wavelength,Count
665,2836.58
666,2823.89
667,2883.95
668,2875.05
669,2912.14
670,2929.24
671,2833.59
672,2825.91
673,2811.87
674,2817.63
675,2816.11
676,2835.71
677,2796.15
678,2806.42
679,2819.48
680,2836.67
681,2808.88
682,2737.7
683,2829.96
684,2828.97
685,2779.85
686,2708.66
687,2748.46
688,2759.51
689,2752.89
690,2711.67
691,2766.89
692,2757.84
693,2672.85
694,2739.05
695,2681.2
696,2759.53
697,2757.68
698,2614.84
699,2680.67
700,2646.38
701,2570.87
702,2616.87
703,2641.72
704,2649.24
705,2623.68
706,2665.83
707,2573.85
708,2531.97
709,2597.22
710,2554.6
711,2592.05
712,2620.71
713,2676.46
714,2584.07
715,2563.72
716,2617.55
717,2627.24
718,2560.38
719,2605.07
720,2552.44
721,2527.67
722,2475.64
723,2500.9
724,2670.47
725,2587.58
726,2543.79
727,2519.48
728,2491.36
729,2533.74
730,2533.92
731,2464.09
732,2446.15
733,2467.85
734,2537.21
735,2573.73
736,2475.58
737,2459.54
738,2469.15
739,2379.76
740,2418.05
741,2433.6
742,2408.12
743,2409.12
744,2381.91
745,2328.66
746,2366.57
747,2427.93
748,2366.92
749,2331.17
750,2201.12
751,2287.8
752,2327.58
753,2292.3
754,2284.38
755,2184.94
756,2210.97
757,2156.63
758,2154.35
759,2192.56
760,2198
761,2170.24
762,2107.73
763,2042.93
764,2052.9
765,2051.76
766,2027.35
767,1980.91
768,1957.73
769,1980
770,1927.84
771,1979.19
772,1942.74
773,1963.71
774,1985.61
775,1952.34
776,1920.95
777,1874.54
778,1870.79
779,1859
780,1924.36
781,1835.73
782,1826.92
783,1816.27
784,1784.3
785,1816.64
786,1804.16
787,1820.92
788,1867.99
789,1871.3
790,1841.07
791,1851.23
792,1896.81
793,1888.1
794,1888.65
795,1901.94
796,1933.24
797,1910.59
798,1939.78
799,1986.01
800,1920.63
801,1902.65
802,1953.44
803,1893.72
804,1875.1
805,1882.84
806,1911.25
807,1808.05
808,1797.65
809,1865.2
810,1814.99
811,1808.07
812,1834.85
813,1789.81
814,1791.69
815,1776.45
816,1753.82
817,1759.81
818,1695.7
819,1732.69
820,1733.96
821,1714.71
822,1692.14
823,1589.93
824,1603.64
825,1611.49
826,1588.39
827,1651.36
828,1657.98
829,1592.2
830,1554.16
831,1554.77
832,1556.65
833,1494.4
834,1498.75
835,1461.15
836,1508.47
837,1501.09
838,1465.62
839,1471.02
840,1481.74
841,1475.27
842,1443.29
843,1401.45
844,1416.9
845,1383.31
846,1433.7
847,1398.77
848,1371.18
849,1339.33
850,1340.28
851,1339.75
852,1298.05
853,1242.02
854,1254.42
855,1236.18
856,1230.73
857,1208.11
858,1098.67
859,1121.66
860,1132.27
861,1091.68
862,1075.25
863,1069.88
864,1043.13
865,1012.36
866,962.53
867,959.43
868,953.17
869,908.55
870,894.27
871,910.74
872,870.86
873,885.68
874,836.91
875,833.84
876,826.71
877,804.42
878,818.07
879,773.72
880,765.13
881,725.43
882,709.63
883,693.99
884,671.83
885,664.04
886,633.72
887,638.2
888,623.06
889,615.19
890,589.67
891,556.9
892,555.72
893,551.31
894,544.03
895,546.99
896,549.26
897,538.67
898,514.95
899,521.24
900,527.21
901,504.11
902,514.8
903,508.38
904,533.59
905,516.13
906,495.97
907,502.59
908,506.2
909,510.86
910,505.55
911,494.08
912,493.46
913,497.47
914,493.9
915,490.85
916,478.18
917,471.08
918,466.8
919,462.88
920,473.76
921,464.99
922,464.96
923,453.88
924,439.1
925,445.84
926,443.02
927,439.24
928,424.71
929,415.05
930,412.07
931,405.04
932,390.56
933,401.8
934,386.3
935,368.81
936,372.99
937,363.11
938,360.71
939,355.04
940,360.67
941,351.92
942,331.18
943,331.46
944,323.75
945,312.58
946,302.45
947,317.05
948,311.39
949,304.14
950,289.68
951,283.87
952,274.02
953,282.74
954,271.92
955,257.12
956,252.64
957,259.3
958,255.23
959,244.18
960,247.54
961,241.33
962,226.81
963,219.73
964,215.4
965,212.13
966,213.51
967,201.3
968,207.86
969,193.19
970,185.63
971,194.21
972,196.98
973,187.5
974,183.05
975,173.37
976,180.24
977,174.85
978,170.67
979,166.01
980,166.11
981,157.24
982,153.3
983,146.83
984,142.14
985,145.74
986,141.79
987,133.32
988,135.78
989,137.22
990,138.67
991,125.08
992,114.05
993,113.92
994,112.11
995,110.89
996,109.72
997,111.59
998,110.18
999,107.04
1000,97.64
