Wavelength,Count
726,1380.82
727,1354.08
728,1339.63
729,1345.66
730,1352.63
731,1358.86
732,1375.44
733,1351.11
734,1349.96
735,1343.39
736,1346.49
737,1358.97
738,1333.8
739,1337.6
740,1345.27
741,1326.82
742,1307.17
743,1279.71
744,1297.57
745,1296.95
746,1334.56
747,1323.29
748,1310.68
749,1295.36
750,1271.18
751,1306.02
752,1246.58
753,1251.13
754,1287.49
755,1259.17
756,1236.98
757,1235.06
758,1226.14
759,1243.9
760,1214.17
761,1187.75
762,1182.84
763,1218.54
764,1182.78
765,1183.01
766,1202.81
767,1152.08
768,1120.74
769,1165.81
770,1129.06
771,1103.22
772,1116.6
773,1115.68
774,1078.09
775,1086.44
776,1088.17
777,1070.48
778,1077.49
779,1043.76
780,1091.74
781,1077.9
782,1039.01
783,1074.13
784,1064.37
785,1115.2
786,1097.9
787,1107.02
788,1108.36
789,1098.99
790,1125.27
791,1135.29
792,1101.53
793,1136.63
794,1158.98
795,1172.08
796,1159.78
797,1131.22
798,1152.34
799,1117.71
800,1156.52
801,1150.08
802,1162.46
803,1154.03
804,1157.78
805,1124.48
806,1135.04
807,1133.68
808,1140.63
809,1110.63
810,1103.09
811,1090.28
812,1078.09
813,1078.55
814,1070.42
815,1086.78
816,1064.25
817,1059
818,1054.19
819,1046.69
820,1046.35
821,1043.55
822,1052.43
823,1052.67
824,1001.7
825,1042.39
826,1016.42
827,1007.17
828,1008.49
829,968.26
830,1017.98
831,979.44
832,991.82
833,965.53
834,953.27
835,945.33
836,982.27
837,920.18
838,950.48
839,950.24
840,953.17
841,950.55
842,927.4
843,917.6
844,933.67
845,897.9
846,898.54
847,878.36
848,904.89
849,897.26
850,895.53
851,887.87
852,874.61
853,865.13
854,882.72
855,853.73
856,835.66
857,809.82
858,807.49
859,802.7
860,800.44
861,759.44
862,812.74
863,779.58
864,783
865,755.91
866,745.93
867,759.94
868,767.83
869,743.66
870,757.77
871,725.6
872,736.34
873,744.66
874,674.52
875,669.81
876,694.46
877,682.2
878,668.95
879,671.77
880,650.27
881,631.88
882,620.61
883,617.38
884,615.57
885,590.45
886,574.08
887,570.73
888,562.46
889,548.64
890,543.89
891,553.82
892,551.08
893,533.4
894,527.2
895,508.8
896,530.82
897,518.82
898,512.13
899,511.09
900,516.69
901,519.48
902,528
903,510.14
904,503.66
905,512.2
906,538.68
907,515.88
908,509.63
909,495.59
910,526.05
911,517.29
912,511.42
913,500.47
914,495.23
915,500.15
916,496.89
917,491.95
918,478.14
919,483.34
920,460.01
921,439.69
922,441.16
923,445.98
924,442.42
925,435.05
926,441.99
927,416.17
928,403.55
929,398.04
930,397.22
931,386.31
932,386.93
933,373.44
934,371.9
935,364.04
936,347.1
937,363.47
938,349.61
939,336.62
940,331.86
941,331.17
942,322.76
943,309.84
944,321.67
945,307.56
946,297.67
947,292.32
948,275.48
949,288.16
950,280.55
951,268.14
952,258.72
953,249.6
954,254.27
955,258.67
956,250.71
957,229.32
958,241.19
959,228.93
960,225.99
961,221.22
962,221.11
963,218.6
964,216.44
965,207.55
966,205.53
967,200
968,188.73
969,182.63
970,180.96
971,176.95
972,180.44
973,175.54
974,174.9
975,168.48
976,164.68
977,164.08
978,161.07
979,154.77
980,152.37
981,147.55
982,159.42
983,146.62
984,142.68
985,137.61
986,136.51
987,128.5
988,127.75
989,127.99
990,129.9
991,119.32
992,116.2
993,110.76
994,105.41
995,109.25
996,109.61
997,108.11
998,96.54
999,96.16
1000,94.76
