Wavelength,Count
692,3779.59
693,3710.3
694,3717.36
695,3693.61
696,3736.4
697,3772.8
698,3704.24
699,3733.08
700,3729.99
701,3690.78
702,3678.25
703,3649.37
704,3690.49
705,3665.56
706,3631.14
707,3701.24
708,3658.61
709,3686.34
710,3613.88
711,3599.2
712,3631.41
713,3609.84
714,3642.04
715,3612.82
716,3579.73
717,3606.1
718,3654.75
719,3595.79
720,3621.02
721,3620.01
722,3577.55
723,3637.25
724,3630.55
725,3607.3
726,3604.12
727,3606.93
728,3594.31
729,3569.19
730,3538.29
731,3562.88
732,3520.24
733,3541.13
734,3567.61
735,3538.39
736,3586.79
737,3569.91
738,3513.81
739,3449.59
740,3459.04
741,3500.03
742,3576.99
743,3442.06
744,3437.26
745,3436.17
746,3420.67
747,3439.66
748,3423.93
749,3418.47
750,3466.23
751,3396.41
752,3367.12
753,3275.57
754,3301.05
755,3344.12
756,3262.65
757,3245.37
758,3277.47
759,3235.14
760,3212
761,3174.57
762,3244.62
763,3143.68
764,3086.82
765,3143.51
766,3134.55
767,3204.64
768,3094.73
769,3050.2
770,3045.46
771,3006.17
772,3084.64
773,2976.76
774,2920.33
775,2925.08
776,2898.19
777,2905.04
778,2879.48
779,2919.53
780,2903.73
781,2808.04
782,2817.87
783,2805.44
784,2868.02
785,2903.38
786,2808.42
787,2808
788,2875.47
789,2826.2
790,2828.78
791,2906.14
792,2959.01
793,2975.96
794,2882.48
795,2897.67
796,2855.27
797,2867.83
798,2864.65
799,2946.33
800,2935.15
801,2909.18
802,2835.59
803,2867.85
804,2910.56
805,2938.3
806,2960.97
807,2850.15
808,2750.56
809,2824.29
810,2808.33
811,2728.08
812,2681.21
813,2806.3
814,2724.89
815,2751.89
816,2738.07
817,2750.84
818,2691.9
819,2637.13
820,2604.89
821,2547.06
822,2627.78
823,2601.85
824,2516.85
825,2491.56
826,2525.71
827,2557.48
828,2517.8
829,2464.42
830,2420.82
831,2369.96
832,2343.75
833,2343.3
834,2388.21
835,2349.36
836,2311.88
837,2316.6
838,2216.88
839,2212.14
840,2221.61
841,2166.68
842,2246.32
843,2194.41
844,2186.01
845,2125.57
846,2117.34
847,2063.74
848,2024.76
849,1993.65
850,1996.82
851,2022.73
852,1950.15
853,1950.57
854,1868.3
855,1869.85
856,1811.96
857,1710.82
858,1702.01
859,1710.46
860,1677.59
861,1620.31
862,1613.07
863,1558.97
864,1516.42
865,1525.74
866,1510.71
867,1458.56
868,1465.08
869,1375.78
870,1351.87
871,1316.08
872,1315.29
873,1313.09
874,1223.16
875,1171.45
876,1194.69
877,1179.16
878,1155.35
879,1166.18
880,1126.94
881,1061.46
882,1036.19
883,1006.18
884,956.19
885,947.3
886,923.94
887,901.04
888,881.66
889,893.25
890,866.46
891,835.31
892,825.93
893,805.06
894,821.94
895,796.88
896,789.3
897,781.07
898,771.76
899,784.15
900,769.79
901,769.24
902,763.22
903,751.1
904,767.95
905,759.57
906,773.37
907,768.24
908,746.75
909,765.64
910,735.3
911,749.5
912,739.36
913,748.87
914,747.36
915,749.58
916,745.91
917,731.16
918,702.95
919,682.68
920,682.67
921,671.91
922,674.96
923,675.86
924,640.63
925,651.72
926,631.75
927,625.58
928,632.93
929,629.5
930,614.35
931,596.37
932,583.06
933,586.55
934,572.79
935,558.68
936,551.23
937,531.62
938,517.59
939,506.81
940,520.1
941,503.09
942,465.36
943,488.52
944,459.18
945,460.36
946,446.75
947,445.82
948,429.66
949,425.99
950,420.15
951,406.41
952,404.56
953,402.6
954,397.1
955,375.01
956,366.48
957,362.76
958,344.51
959,331.09
960,327.07
961,323.07
962,318.26
963,320.6
964,306.78
965,299.71
966,296.84
967,290.69
968,290.3
969,278.95
970,282.44
971,269.88
972,251.14
973,254.4
974,248.79
975,244.94
976,233.45
977,242.98
978,225.46
979,233.52
980,220.47
981,221.38
982,208.53
983,203.41
984,199.42
985,191.57
986,200.95
987,186.18
988,181.87
989,176.44
990,167.34
991,164.24
992,154.35
993,148.73
994,149.08
995,149.35
996,140.58
997,140.37
998,131.12
999,128.61
1000,127.7
