Wavelength,Count
607,1889.84
608,1948.56
609,1961.26
610,1970.76
611,1970.6
612,1922.54
613,1984.96
614,1908.34
615,1981.63
616,1986.09
617,1967.62
618,1994.66
619,1999.83
620,1986.88
621,1996.99
622,1963.53
623,2002.77
624,1978.26
625,2062.03
626,1987.48
627,2022.33
628,1990.61
629,1981.33
630,2011.53
631,2016.05
632,2080.69
633,2096.09
634,2099.3
635,2063.97
636,2135.87
637,2049.96
638,2118.57
639,2090.75
640,2144.41
641,2138.13
642,2125.42
643,2113.01
644,2153.89
645,2144.94
646,2100.31
647,2074.23
648,2104.91
649,2146.67
650,2162.66
651,2124.98
652,2155.6
653,2099.92
654,2209.9
655,2130.18
656,2180.77
657,2210.41
658,2179.89
659,2159.06
660,2138.59
661,2153.49
662,2129.1
663,2154.74
664,2174
665,2188.93
666,2262.68
667,2207.16
668,2124.35
669,2150.08
670,2173.31
671,2174.39
672,2120.69
673,2193.35
674,2181.59
675,2103.73
676,2182.93
677,2145.9
678,2134.38
679,2149.38
680,2174.09
681,2108.03
682,2099.3
683,2124.16
684,2135.41
685,2063.12
686,2127.51
687,2117.39
688,2094.95
689,2090.03
690,2101.72
691,2104.59
692,2096.56
693,2108.74
694,2072.11
695,2035.47
696,2110.13
697,2116.37
698,2097.16
699,2107.16
700,2063.25
701,2068.85
702,2103.77
703,2012.04
704,2020.91
705,2008.27
706,2032.51
707,2058.98
708,1994.83
709,1987.64
710,2010.35
711,1991.03
712,2028.85
713,2021.02
714,2009.61
715,1969.53
716,2020.39
717,2022.77
718,2034.96
719,2012.19
720,1981.84
721,1985.31
722,2007.39
723,2021.29
724,1979.87
725,1982.23
726,2028.96
727,2037.66
728,1981.05
729,1962.97
730,1912.58
731,1973.73
732,1944.83
733,2009.62
734,1985.72
735,1972.25
736,1990.96
737,1938.43
738,2022.82
739,2036.6
740,1968.3
741,1953.15
742,1876.32
743,1933.66
744,1895.94
745,1792.73
746,1814.59
747,1893.61
748,1892.24
749,1827.34
750,1800.11
751,1809
752,1780.01
753,1762.6
754,1787.83
755,1771.46
756,1725.2
757,1771.6
758,1731.8
759,1704.43
760,1723.09
761,1749.63
762,1797.23
763,1770.05
764,1670.62
765,1612.48
766,1699.96
767,1616.95
768,1573.45
769,1629.06
770,1587.19
771,1670.05
772,1597.38
773,1626.73
774,1546.04
775,1505.97
776,1555.72
777,1524.55
778,1491.82
779,1498.67
780,1522.77
781,1528.04
782,1495.99
783,1523.15
784,1464.29
785,1447.87
786,1446.19
787,1495.6
788,1497.85
789,1528.35
790,1613.09
791,1581.7
792,1568.37
793,1543.29
794,1571.12
795,1578.8
796,1567.84
797,1549.8
798,1588.84
799,1573.43
800,1555.81
801,1579.72
802,1533.47
803,1623.95
804,1522.81
805,1549.22
806,1524.68
807,1519.22
808,1533.54
809,1502.64
810,1487
811,1478.62
812,1436.57
813,1498.02
814,1450.59
815,1490.67
816,1483.03
817,1456.57
818,1377.76
819,1403.53
820,1389.36
821,1452.75
822,1447.98
823,1396.42
824,1408.27
825,1396.84
826,1375.24
827,1354.53
828,1343.98
829,1326.36
830,1316.94
831,1295.2
832,1236.33
833,1236.12
834,1266.25
835,1234.75
836,1205.28
837,1291.93
838,1296.2
839,1256.06
840,1282.27
841,1242.58
842,1205.83
843,1219.07
844,1182.93
845,1137.39
846,1158.89
847,1166.54
848,1222.66
849,1169.25
850,1114.54
851,1119.24
852,1145.36
853,1085.37
854,1090.33
855,1087.82
856,1041.96
857,1052.47
858,1013.87
859,982.15
860,973.77
861,986.88
862,967.51
863,959.51
864,913.06
865,928.56
866,899.36
867,882.55
868,870.09
869,864.8
870,850.89
871,835.79
872,820.9
873,816.74
874,780.45
875,751.12
876,772.81
877,749.45
878,706.58
879,682.96
880,698.85
881,674.16
882,657.8
883,650.71
884,599.26
885,597.74
886,591.88
887,588.06
888,577.97
889,557.82
890,556.59
891,539.68
892,525.07
893,529.09
894,520.78
895,518.04
896,492.04
897,503.23
898,506.26
899,495.59
900,473.43
901,473.3
902,478.73
903,463.93
904,472.48
905,479.07
906,462.36
907,475.48
908,468.17
909,471.52
910,468.8
911,463.33
912,468.9
913,475.7
914,447.19
915,436.69
916,452
917,441.55
918,441.82
919,446.19
920,430.52
921,411.88
922,412.36
923,417.79
924,415.68
925,413.98
926,401.13
927,408.07
928,400.52
929,389.83
930,372.73
931,371.18
932,369.46
933,368.82
934,361.07
935,356.21
936,348.55
937,339.28
938,339.66
939,331.63
940,327.71
941,322.49
942,318.26
943,321.13
944,312.33
945,302.39
946,288.09
947,293.49
948,284.3
949,284.99
950,278.26
951,266.77
952,271.55
953,257.92
954,255.39
955,242.61
956,248.94
957,246.96
958,240.2
959,239.77
960,222.98
961,222.34
962,223.16
963,223.66
964,217.59
965,211.77
966,208.51
967,199.97
968,203.8
969,202.82
970,197.36
971,197.48
972,184.06
973,174.03
974,174.49
975,171.17
976,172.79
977,162.08
978,159.95
979,161.7
980,164.01
981,168.88
982,157.18
983,156.67
984,142.53
985,141.66
986,141.31
987,136.11
988,132.85
989,119.32
990,127.78
991,126.85
992,117.46
993,113.04
994,109.63
995,115.11
996,107.65
997,102.24
998,97.77
999,105.28
1000,101.01
